previous_text,current_text,emotion,context_type
I want it to be Wednesday already so I can hurry up and go to New Zealand so I'm busy and not sitting here bored and stressing,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,boredom,emotion_shift
Waiting for 5:00 &amp; having cramps,Today was eventful...,relief,emotion_shift
EVERYBODY WELCOME @purpletonic!!!  Hello Nicole ;),@jaisey ALOHA Jaisey! Im so excited. Supernatural is back on our TV  TONIGHT!!! its a Jensen FEST tonite!,happiness,emotion_shift
"she's smarter and classier. she's perfect for him. and, IM NOT.","Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!",sadness,emotion_shift
On the computer alllllllllllllllll day,"If someone have a friendster profy!,.just add me!,.ayt!?,.lol!,.http://bit.ly/UsPlN !",fun,emotion_shift
"WOW, got killed on first wave of Horde on Gears. FAIL",@hellokatzchen  Anyone who can wear Victoria's Secret must submit pictures for the rest of us who cannot. My secrets must stay secret.,hate,emotion_shift
Looking for photo inspiration. But everything I want to do required more space than I have,too sick for rigging tomorrow.,anger,emotion_shift
@sloanyxxx Thanks,@npyskater Thank you!,enthusiasm,emotion_shift
"@IsaacMascote  i'm sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!",@Certain_Songs I know  Especially since the summer is such a boring TV time to begin with.,empty,emotion_shift
Is on the couch hungover--don't expect much out of me today,ok that is a simple smoke generator ... but works and mae a spot relly more interesting .,relief,emotion_shift
binstruct suffers from an update of the mib package... and the developer of that package is on holidays,Home finally. Hungry. needs food. mad cause I might not get pizza today  Hanging out with brandon. its raining.. ugh!!,hate,emotion_shift
JoBo's tired of getting off work at 7,leather jackets=uncomfortable....not my thing,empty,emotion_shift
IN $RF @3.94 - target $5.30.  OUT $DNDN @$21.85 near days low,Rain makes for a good study day  almost done!!,relief,emotion_shift
@heroesforsale That would have been fun BUT we were soooo TIRED yesterday.  Long day at the office. Just did dinner and crashed.,The sun is shining and I'm stuck in work,empty,emotion_shift
Why it gets so difficult when I try to change finally ?,"am planning on going to sleep early, too tired to do any work",relief,emotion_shift
dont wanna cry  but the seniors are out there graduating&amp;its breakin my heart;but im home,@onamatepiya piyaaa! hi. :] im hyper &amp; im bored &amp; im online &amp; im going to find pictures for the noteboook.  still cant send messages. grr.,boredom,emotion_shift
@Liesl_M Make one with something about the Charger?,"@gasfreecommute -i'd love to be able to bike/bus/walk to work, but it isn't safe in my area",sadness,emotion_shift
"I didn't get the job at Stuff Magazine  Dammit, that would have been amazing!! Oh well.",ending my show with Disturbed: Just Stop! holla at y'all sunday night!,empty,emotion_shift
feels f*cked! and feet are aching  need my beeeeeddddddd!!!,"@heartystew Trickery?  No, just exasperation at seeing gay Pride hijacked by a politics bigger and uglier then anything it's meant for",hate,emotion_shift
@dressjunkie I no  he's the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB,up.....i nEEd coFFee. b0ut2get ready2start this new day in my lie,empty,emotion_shift
"@EmmaGriffiths86 It's under Community.. I can't see it myself, but one of the moderators (Niandra) told me it was there","Just had my teeth checked, now my eyes. I'm dying for a coffee but can't drink for an hour.",love,emotion_shift
@EADave HEY HEY ready to come to oklahoma?,Getting ready for week  Its too nice today to be stuck inside working!,hate,emotion_shift
@JackAllTimeLow I wish I could go to your melbourne show but my parents won't let me  *cries*,"Thought i saw the a-trak van, turns out its the Alcohol- TEAM van.",surprise,emotion_shift
sigh....it's always so sad when you watch the series finale....no more green wing left to watch,@LiteratePervert kewl - standing by to be rocked,hate,emotion_shift
Maybe going apartment shopping with Ashley?,"@pursebuzz They do! Lilash I'm guessing, right?  Oh and what camera are you using? That is insane quality!",surprise,emotion_shift
@taraaverette You seem Cool,@PorkChopJones Sorry   move back?,neutral,emotion_shift
Man my daddy left to work again  I never see him a lot I miss my daddy :' (,"i have a degree,bitches!!! moving t o dallas in a few hours",hate,emotion_shift
well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it's worth the wait!,"Thank you, Gerbino, for forcing us starting junior year to make survey mockups. Let me tell you how super helpful this skill has been.",worry,emotion_shift
@MrNutt blues for me please,"I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!",worry,emotion_shift
About to get crazy,types too fast for her own good. and has been craving pizza for 2+ wks. GAH i hate not having a job i want pizza!  lmaoz why me?!,hate,emotion_shift
@dnbchik ohhh that cant be very fun    but hell you manned it up!!   looks like you got some shit done today!!,Missed the play,sadness,emotion_shift
"Oficially Back to work, all systems up and running smoothly",LOL. THX WHIT!!!,happiness,emotion_shift
Going to get some coffee,@Mommyof2girls02 I miss you too.  We'll have to get together once everything settles down in a few weeks.  Congrats on the house!,love,emotion_shift
I'm starving!! This diet is killing me but I can't eat after 8pm,Ow. Sunburn hurts!,worry,emotion_shift
is trying to help save the earth. Let's plant more trees.,14 more days with slow internet,worry,emotion_shift
"i should of gone to kirsty's for the night, anything to get out of the house",@kkkrista only if we can cuddle afterwards. I like to cuddle after turning tricks on van buren,sadness,emotion_shift
I really want a camera!,@followfrankie it was jokes!!!  me love the mag..really!,fun,emotion_shift
Reinstalling apps on my company MacBook Pro after being assimilated into the Active Directory collective,@timscott2 Cool. Whenever I see someone is making so much. I tell them I WILLING to help them spend  So what's your deal?,enthusiasm,emotion_shift
Stars and Sons was hard to review. Didn't grab me instantly this morning so will have to delay the review to a 2nd listening tomorrow,"loves surprises, but is never surprised",surprise,emotion_shift
"@greyeyesgabriel You are clearly very busy  Take care of yourself, and I am sure you will be fine; takes one to know one ;)",@stephenhartley Gotta love skype! Make sure you get their new update!,relief,emotion_shift
I wish I could go to E3.  Oh well....,just finished watching my copy of the Twilight DVD. Ganda ng mga deleted and extended scenes.  http://plurk.com/p/svkch,fun,emotion_shift
looking forward to body works today,@MustBeBenHughes hahah! sadly there is no current activity though in the room,worry,emotion_shift
@Orion_Girl OOC sorry we keep missing each other...,@streetkingpin Well my battery just needed a jump...and now I gotta pay extra to get my nail fixed,relief,emotion_shift
Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks,i have to put it out there...... I ADIDAS JOSH DENYER  xoxoxoxoxoxo,neutral,emotion_shift
@karleigh and @katiesantry there is no top 40 radio station in fresno!,Back from LAAANDAN.  Miss it already   check out my new giant purple bow and gold wing necklace. I &lt;3 TD http://tinyurl.com/m5y2mw,sadness,emotion_shift
@siiyu she could have been a lost dog  poor girl,@RitasItalianIce Cherry Italian Ice is my fave. I want to get the local Ritas on Twitter so they'll send out the daily flavors.,relief,emotion_shift
Searching for a place where I can migrate.,@Sophhs &amp; i are lucas till &amp; david henrie lovers. both boys are very cute  but @Sophhs you can have lucas &amp; ill have henrie  DEAL,love,emotion_shift
"gor i am soo bored, man i don't think i could get any more bored","now it's weekend! It's so great!  I saw the rest of Twilight tonight, and i also have read fininsh  Break for know.. Could I do that?",fun,emotion_shift
"never thought i'd say this, but i miss my 9-5 job, the commute, my cubicle, free food &amp; coffee and being downtown. why did i quit?",I wanna roc wit'chu . Imy buu,neutral,emotion_shift
@hellorachael yep,@johnmaine ahh i wish you guys would come to a hot topic near me.,hate,emotion_shift
@NikkiCSWS awwh. I was kinda hoping Jack would get the banana highlights back,@redhalo_pax goddamn   that fucking sucks *hugs*,sadness,emotion_shift
2 days &amp; 5 text messages this month,@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol,happiness,emotion_shift
@ShoeGal007 I always love help propping up the bar...,"@capitaln Um...no  We will most likely be inside a lot, maybe the skirt will work!",enthusiasm,emotion_shift
i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,"The mothers day classic went really well, despite the cold 5.30am start",fun,emotion_shift
@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.,Last night in Chicago!  Making it one for the record books. Wrigley most likely? See you there?!,love,emotion_shift
finished the book... vat a good book &lt;3333,On my way 2 work damn sinus headaches suck,hate,emotion_shift
@pairadocsdesign and Radio X 96.1 is going all sports next month. Radio is dead.  #grandrapids,"@hypnophil  it's looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!",happiness,emotion_shift
just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast,@klm I knew that. I attended an innovation seminar at Picnic 2007.,empty,emotion_shift
@kristianc count me in,@booandginger Thats good!  Keep it up guys! Would love to come down and visit sonetime,surprise,emotion_shift
"Oh god, I feel like shit.",@edie22 What's wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.,boredom,emotion_shift
So much to tell-Only blip is her immune system hasn't recovered-not yet a newborns. Give it 6 more months.  But that's nothing.,ACK! Ghost Whisperer isn't on!   Damn network's lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0),surprise,emotion_shift
went to the beach and it started raining,is getting ready for an awesome service!  - http://tweet.sg,happiness,emotion_shift
"@anna_007 Don't worry, they'll get bored of it! Just hang in there and don't give in!",Went out to get groceries...prices are inflating  Gas went up another 10 cents to hit $2.49... #TCOT,surprise,emotion_shift
@lrpw1302 Thank you  x,dammit - I slept in; now I have even less weekend to enjoy  - off to Azeroth bbl!,hate,emotion_shift
just going to cook some lamb chops for lunch - I always end up coking just before pay day and amaze myself at how much I can cook,"@JonathanRKnight I wish I was there.I've just moved from San Diego to WA and I'm very depressed, I miss sunny San Diegoooooooo!!",sadness,emotion_shift
@kathyclugston Just investigated whether I could change my username to Ermintrude - someone's already nabbed it,"@AndriaAndCo  Don't forget Twitter, the bastard step-child of enablers",hate,emotion_shift
